id,text,annotations,meta,annotation_approver,cấu hình,mẫu mã,hiệu năng,ship,giá,chính hãng,chất lượng,dịch vụ,an toàn,phụ kiện,other,typo
885203,nguyên niêm_phong giao hàng t3 t7,"[{'label': 310, 'user': 15}, {'label': 301, 'user': 15}, {'label': 304, 'user': 15}]","{'review_id': 1899, 'comment': 'nguyên seal nhưng giao hàng lâu, từ t3 mà t7 mới có', 'summary': 'Hài lòng', 'annotations': {'24': ['mẫu mã +', 'ship -'], '22': ['ship -', 'chính hãng +']}}",,0,1,0,1,0,1,0,0,0,0,0,0
885202,mua 10 / 2 đúng 10 sản_phẩm lỗi gửi bảo_hành 2 1 chưa hồi_âm mua máy đi bảo_hành không hài không hài_lòng,"[{'label': 296, 'user': 15}, {'label': 307, 'user': 15}]","{'review_id': 23428, 'comment': 'Mua từ ngày 10/2 dùng được đúng 10 ngày sản phẩm bị lỗi, phải gửi về bảo hành 2 lần, đến nay đã hơn 1 tháng mà vẫn chưa nhận đc hồi âm về máy.\nkhông biết mua máy về dùng hay để mang đi bảo hành nữa...\nrất không hài lòng...', 'summary': 'RẤT KHÔNG HÀI LÒNG', 'annotations': {'21': ['dịch vụ -'], '22': ['trash']}}",,0,0,0,0,0,0,0,1,0,0,0,0
885201,loa rè màn_hình không wifi,"[{'label': 303, 'user': 15}]","{'review_id': 24111, 'comment': 'loa nhỏ rè. màn hình không trong. wifi kém', 'summary': 'Bình thường', 'annotations': {'22': ['phụ kiện -']}}",,0,0,0,0,0,0,0,0,0,1,0,0
885200,hàng,"[{'label': 297, 'user': 15}]","{'review_id': 22428, 'comment': 'hàng cũng được', 'summary': 'Hài lòng', 'annotations': {'18': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885199,hàng hôm_qua ok màn_hình hơi mờ_nhạt tầm giá,"[{'label': 298, 'user': 15}, {'label': 313, 'user': 15}]","{'review_id': 22061, 'comment': 'vừa nhận hàng hôm qua. xài ok. màn hình hơi mờ nhạt. tầm giá này thì cũng dc', 'summary': 'Hài lòng', 'annotations': {'18': ['giá +', 'cấu hình -']}}",,1,0,0,0,1,0,0,0,0,0,0,0
885198,hàng đẹp giao đúng như quảng_kì hài_lòng,"[{'label': 310, 'user': 15}]","{'review_id': 22859, 'comment': 'Hàng đẹp, giao đúng như trên quảng cáo', 'summary': 'Cực kì hài lòng', 'annotations': {'21': ['mẫu mã +']}}",,0,1,0,0,0,0,0,0,0,0,0,0
885197,đóng_gói sơ_sài cấn,"[{'label': 307, 'user': 15}, {'label': 301, 'user': 15}]","{'review_id': 23818, 'comment': 'Đóng gói sơ sài, cấn móp', 'summary': 'Hài lòng', 'annotations': {'24': ['ship -'], '22': ['dịch vụ -']}}",,0,0,0,1,0,0,0,1,0,0,0,0
885196,tiki giao hàng nhanh điện_thoại kì hài_lòng,"[{'label': 300, 'user': 15}, {'label': 310, 'user': 15}]","{'review_id': 23135, 'comment': 'tiki giao hàng rất nhanh, điện thoại rất đẹp', 'summary': 'Cực kì hài lòng', 'annotations': {'21': ['mẫu mã +', 'ship +'], '16': ['ship +', 'mẫu mã +']}}",,0,1,0,1,0,0,0,0,0,0,0,0
885195,sản_phẩm kì hài_lòng,"[{'label': 297, 'user': 15}, {'label': 296, 'user': 15}]","{'review_id': 1465, 'comment': 'sản phẩm tốt', 'summary': 'Cực kì hài lòng', 'annotations': {'16': ['other'], '22': ['trash']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885194,giá hợp kì hài_lòng,"[{'label': 298, 'user': 15}]","{'review_id': 22636, 'comment': 'giá hợp lý', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['giá +']}}",,0,0,0,0,1,0,0,0,0,0,0,0
885193,điện pin kì hài_lòng,"[{'label': 296, 'user': 15}, {'label': 295, 'user': 15}]","{'review_id': 24069, 'comment': 'Điện thôi pin trâu', 'summary': 'Cực kì hài lòng', 'annotations': {'24': ['typo'], '22': ['trash']}}",,0,0,0,0,0,0,0,0,0,0,0,1
885192,giá cứng_cáp ok nâng không tháo lắp chăn phú hợp chiều minh dung lap 12inch khung chút lap lớn hơi dư ngang cỡ 23cm bà_con_tính,"[{'label': 297, 'user': 15}]","{'review_id': 22262, 'comment': 'giá cứng cáp, xài ok. nâng được nhiều mức, \nnếu không vừa có thể tháo ra lắp lại thanh chăn để phú hợp chiều cao, minh dung lap nhỏ 12inch, khung thì nhỏ hơn chút, lap lớn hơn thì chắc sẽ hơi dư ra.\nchiều ngang chắc cỡ 23cm, bà con tính thử', 'summary': 'HÀI LÒNG', 'annotations': {'18': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885191,hàng đẹp chất_lượng tốt giao nhanh đồng_tiền lắm chất rẻ thanhk kì hài_lòng,"[{'label': 300, 'user': 15}, {'label': 310, 'user': 15}, {'label': 298, 'user': 15}]","{'review_id': 23993, 'comment': 'Hàng đẹp. Chất lượng rất tốt. Giao rất nhanh. Đáng đồng tiền lắm. Còn chất và rẻ nữa. Thanhk shop', 'summary': 'Cực kì hài lòng', 'annotations': {'24': ['giá +', 'ship +', 'mẫu mã +'], '22': ['giá +', 'mẫu mã +']}}",,0,1,0,1,1,0,0,0,0,0,0,0
885190,giao hàng nhanh sản_phẩm như miêu kì hài_lòng,"[{'label': 300, 'user': 15}]","{'review_id': 2423, 'comment': 'giao hàng rất nhanh, sản phẩm như miêu tả', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['ship +'], '24': ['ship +']}}",,0,0,0,1,0,0,0,0,0,0,0,0
885189,gọi video call góc_quay đỡ gọn_nhẹ chắc_chắn đòn hài đỡ gọn_nhẹ chắc_chắn,"[{'label': 297, 'user': 15}]","{'review_id': 22661, 'comment': 'Mình gọi video call, cần góc quay rộng.\nGiá đỡ gọn nhẹ, chắc chắn, tay đòn dài.\nCảm thấy hài lòng.', 'summary': 'Giá đỡ gọn nhẹ, chắc chắn', 'annotations': {'18': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885188,giao nhanh shipper hộp kiểm_tra kì hài_lòng,"[{'label': 300, 'user': 15}]","{'review_id': 22998, 'comment': 'Giao nhanh, shipper mở hộp cho kiểm tra luôn', 'summary': 'Cực kì hài lòng', 'annotations': {'21': ['ship +']}}",,0,0,0,1,0,0,0,0,0,0,0,0
885187,máy ổn_định pin kì hài_lòng,"[{'label': 312, 'user': 15}]","{'review_id': 22258, 'comment': 'máy ổn định, pin trâu', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['cấu hình +']}}",,1,0,0,0,0,0,0,0,0,0,0,0
885186,điện_thoại tốt bắt sóng không,"[{'label': 297, 'user': 15}]","{'review_id': 22947, 'comment': 'đt tốt, bắt sóng không mạnh', 'summary': 'Hài lòng', 'annotations': {'21': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885185,hài_lòng giao kì hài_lòng,"[{'label': 300, 'user': 15}, {'label': 296, 'user': 15}]","{'review_id': 1612, 'comment': 'Rất hài lòng, giao nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'24': ['ship +'], '16': ['ship +'], '22': ['trash']}}",,0,0,0,1,0,0,0,0,0,0,0,0
885091,giá rẻ ! cấu_hình ! tiếc cam chụp mờ hài_lòng,"[{'label': 298, 'user': 15}, {'label': 313, 'user': 15}]","{'review_id': 23086, 'comment': 'Giá rẻ! Cấu hình cao! Tiếc là CAM chụp mờ quá!', 'summary': 'Không hài lòng', 'annotations': {'21': ['cấu hình -', 'giá +'], '16': ['cấu hình -', 'giá +']}}",,1,0,0,0,1,0,0,0,0,0,0,0
885090,hàng nguyên seal đóng_gói cẩn_thận ninja van giao hàng cực gửi thông_tin giao hàng không chính_xác dịch_vụ giao hàng tệ sử,"[{'label': 310, 'user': 15}, {'label': 301, 'user': 15}]","{'review_id': 22725, 'comment': 'hàng nguyên seal, đóng gói cẩn thận, nhưng sử dụng ninja van giao hàng cực lâu và gửi thông tin về thời gian giao hàng k chính xác nhiều lần \nDịch vụ giao hàng tệ nhất từng sử dụng', 'summary': 'Hài lòng', 'annotations': {'21': ['ship -', 'mẫu mã +']}}",,0,1,0,1,0,0,0,0,0,0,0,0
885089,chất_lượng sản_phẩm đúng như giới_thiệu đúng hàng hãng nguyên kì hài_lòng,"[{'label': 304, 'user': 15}]","{'review_id': 22507, 'comment': 'Chất lượng sản phẩm đúng như giới thiệu, đúng là hàng chính hãng nguyên seal.', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['chính hãng +']}}",,0,0,0,0,0,1,0,0,0,0,0,0
885088,đóng_gói cẩn_thận điện_thoại đẹp chất_lượng test kì hài_lòng,"[{'label': 300, 'user': 15}, {'label': 310, 'user': 15}]","{'review_id': 1226, 'comment': 'Đóng gói cẩn thận, điện thoại đẹp. Chất lượng thì còn phải test lại.', 'summary': 'Cực kì hài lòng', 'annotations': {'16': ['mẫu mã +', 'ship +'], '22': ['mẫu mã +']}}",,0,1,0,1,0,0,0,0,0,0,0,0
885087,đế cứng_cáp chắc_chắn giao hàng hạn trước_mắt chưa kì hài_lòng,"[{'label': 300, 'user': 15}, {'label': 302, 'user': 15}]","{'review_id': 23436, 'comment': 'Đế cứng cáp, rất chắc chắn. Giao hàng trước hạn. Trước mắt chưa thấy vấn đề gì.', 'summary': 'Cực kì hài lòng', 'annotations': {'21': ['ship +'], '22': ['ship +', 'phụ kiện +']}}",,0,0,0,1,0,0,0,0,0,1,0,0
885086,thiết_kế chắc_chắn cứng_cáp kì hài_lòng,"[{'label': 297, 'user': 15}]","{'review_id': 22566, 'comment': 'Thiết kế chắc chắn, cứng cáp. Đáng tiền.', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885085,sản_phẩm loa hơi,"[{'label': 313, 'user': 15}]","{'review_id': 2374, 'comment': 'đã dùng sp thấy loa hơi nhỏ , rè', 'summary': 'Hài lòng', 'annotations': {'18': ['cấu hình -'], '24': ['cấu hình -']}}",,1,0,0,0,0,0,0,0,0,0,0,0
885084,mua điện_thoại camera tối iphone 6 + điện_thoại lỗi wifi báo kết_nối_mạng kém không chạy live nổi ? hàng đổi_mới bảo_hành như_không hài_lòng,"[{'label': 313, 'user': 15}, {'label': 309, 'user': 15}]","{'review_id': 2066, 'comment': 'Mua điện thoại về để livestream mà camera tối còn hơn cái iphone 6+ nữa, điện thoại thì bị lỗi wifi cứ báo kết nối mạng kém ko chạy live nổi? Mới nhận hàng sáng nay mình cần hỗ trợ đổi mới hoặc bảo hành như nào?', 'summary': 'Rất không hài lòng', 'annotations': {'18': ['cấu hình -'], '24': ['cấu hình -', 'hiệu năng -']}}",,1,0,1,0,0,0,0,0,0,0,0,0
885083,đế kẹp 2in1 điện_thoại máy_tính bảng tablet ipad gắn chân máy_ảnh tripod sử kì hài_lòng,"[{'label': 297, 'user': 15}, {'label': 308, 'user': 15}]","{'review_id': 23573, 'comment': 'Đế kẹp 2in1 điện thoại máy tính bảng tablet ipad gắn chân máy ảnh tripod dễ sử dụng', 'summary': 'Cực kì hài lòng', 'annotations': {'21': ['other'], '22': ['hiệu năng +']}}",,0,0,1,0,0,0,0,0,0,0,1,0
885082,máy pin trâu tác vụ ok chụp ảnh tạm ổn mua kích_hoạt bảo_hành 3 kì hài_lòng,"[{'label': 308, 'user': 15}, {'label': 312, 'user': 15}]","{'review_id': 1094, 'comment': 'máy pin trâu, tác vụ ok. chụp ảnh tạm ổn. Rất đáng để mua. được kích hoạt bảo hành sau 3 ngày', 'summary': 'Cực kì hài lòng', 'annotations': {'16': ['cấu hình +'], '22': ['hiệu năng +']}}",,1,0,1,0,0,0,0,0,0,0,0,0
885081,mua cuộc_gọi đều không bấm phím gọi phím tắt chất_lượng kém hả tiki hài_lòng,"[{'label': 309, 'user': 15}]","{'review_id': 22409, 'comment': 'mới mua về mà có cuộc gọi đến đều không bấm được phím gọi và phím tắt , chất lượng kém quá làm thế nào hả tiki ?', 'summary': 'Không hài lòng', 'annotations': {'18': ['hiệu năng -']}}",,0,0,1,0,0,0,0,0,0,0,0,0
885080,giao hàng nhanh sản_phẩm_chất_lượng giá_cả kì hài_lòng,"[{'label': 300, 'user': 15}, {'label': 298, 'user': 15}]","{'review_id': 23046, 'comment': 'giao hàng nhanh, sản phẩm chất lượng, giá cả phải chăng', 'summary': 'Cực kì hài lòng', 'annotations': {'21': ['giá +', 'ship +'], '16': ['giá +', 'ship +']}}",,0,0,0,1,1,0,0,0,0,0,0,0
885079,rat tien tre,"[{'label': 295, 'user': 15}]","{'review_id': 22430, 'comment': 'rat tien cho tre xem dt', 'summary': 'Hài lòng', 'annotations': {'18': ['typo']}}",,0,0,0,0,0,0,0,0,0,0,0,1
885078,nguyên niêm_phong máy hơi nhạy mua tạm ổn ba_chỉ coi youtube dò vé_số nv giao hàng thân_thiện tầm giá ổn oppo oppo hãng kì hài_lòng,"[{'label': 298, 'user': 15}, {'label': 306, 'user': 15}, {'label': 310, 'user': 15}, {'label': 308, 'user': 15}, {'label': 300, 'user': 15}, {'label': 304, 'user': 15}]","{'review_id': 7, 'comment': 'Còn nguyên seal nhưng mình mới sử dụng vài ngày thấy máy hơi nhạy. Mình mua ba sử dụng nên mình nghĩ cũng tạm ổn vì ba chỉ coi Youtube và dò vé số thôi. NV giao hàng thân thiện. Nói chung tầm giá này là ổn. Mình sử dụng Oppo đó giờ nên thích Oppo hơn những hãng khác.', 'summary': 'Cực kì hài lòng', 'annotations': {'22': ['giá +', 'mẫu mã +', 'ship +'], '26': ['giá +', 'dịch vụ +', 'hiệu năng +', 'chính hãng +']}}",,0,1,1,1,1,1,0,1,0,0,0,0
885077,sản_phẩm tốt hàng hãng giao ốp,"[{'label': 304, 'user': 15}, {'label': 303, 'user': 15}]","{'review_id': 2231, 'comment': 'sản phẩm tốt. hàng chính hãng. nhưng giao thiếu ốp lưng', 'summary': 'Hài lòng', 'annotations': {'18': ['phụ kiện -', 'chính hãng +'], '24': ['chính hãng +', 'phụ kiện -']}}",,0,0,0,0,0,1,0,0,0,1,0,0
885076,giá ok kì hài_lòng,"[{'label': 298, 'user': 15}]","{'review_id': 2444, 'comment': 'thấy mức giá đó cũng ok. dùng ổn', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['giá +'], '24': ['giá +']}}",,0,0,0,0,1,0,0,0,0,0,0,0
885075,tiện_lợi lắm sim chẳng cài ap điện_thoại lưu_danh_bạ hài kì hài_lòng,"[{'label': 297, 'user': 15}, {'label': 296, 'user': 15}]","{'review_id': 23872, 'comment': 'tiện lợi lắm, sim thường dùng là được, chẳng cần cài app trên điện thoại để lưu danh bạ, rất rất hài lòng', 'summary': 'Cực kì hài lòng', 'annotations': {'24': ['other'], '22': ['trash']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885074,hàng hãng chưa active kì hài_lòng,"[{'label': 296, 'user': 15}, {'label': 304, 'user': 15}]","{'review_id': 1524, 'comment': 'hàng chính hãng chưa active. 5*.', 'summary': 'Cực kì hài lòng', 'annotations': {'16': ['chính hãng +'], '22': ['trash']}}",,0,0,0,0,0,1,0,0,0,0,0,0
885073,cảm_giác màn_hình rộng sướng tai chụp ảnh ngon tầm vời,"[{'label': 298, 'user': 15}, {'label': 312, 'user': 15}]","{'review_id': 22064, 'comment': 'Cảm giác màn hình rộng xài sướng tai, chụp ảnh khá đẹp.\nQuá ngon trong tầm giá.', 'summary': 'tẹt vời', 'annotations': {'18': ['giá +', 'cấu hình +']}}",,1,0,0,0,1,0,0,0,0,0,0,0
885072,giao hàng nhanh như thông_báo máy_nguyên đai nguyên kiện cầm không đầm mềm_mại như vsmart live 4 một cạnh máy không bo tròn kiểu_dáng hơi kì hài_lòng,"[{'label': 302, 'user': 15}, {'label': 311, 'user': 15}, {'label': 310, 'user': 15}, {'label': 300, 'user': 15}, {'label': 304, 'user': 15}]","{'review_id': 1058, 'comment': 'Giao hàng nhanh như thông báo. Máy nguyên đai nguyên kiện. Cầm không đầm tay và mềm mại như Vsmart Live 4 do một phần các cạnh máy không được bo tròn và kiểu dáng hơi dài.', 'summary': 'Cực kì hài lòng', 'annotations': {'24': ['mẫu mã +', 'ship +'], '16': ['mẫu mã -', 'ship +', 'phụ kiện +', 'chính hãng +'], '22': ['mẫu mã -', 'ship +', 'phụ kiện +']}}",,0,1,0,1,0,1,0,0,0,1,0,0
885071,,"[{'label': 297, 'user': 15}]","{'review_id': 22178, 'comment': 'ngày đầu tiên sử dụng thấy cũng ok', 'summary': 'Hài lòng', 'annotations': {'18': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885070,sản_phẩm tốt ok tiếc mua quà tặng kèm key2,"[{'label': 297, 'user': 15}]","{'review_id': 22522, 'comment': 'Sản phẩm rất tốt, dùng ok, nhưng tiếc là lúc mua đã hết quà tặng kèm chính hãng!', 'summary': 'Blackberry Key2', 'annotations': {'18': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885069,sản_phẩm giao nhanh hàng vn / a kì hài_lòng,"[{'label': 300, 'user': 15}, {'label': 304, 'user': 15}]","{'review_id': 24005, 'comment': 'Sản phẩm giao nhanh. hàng VN/A chính hãng.', 'summary': 'Cực kì hài lòng', 'annotations': {'24': ['ship +'], '22': ['chính hãng +', 'ship +']}}",,0,0,0,1,0,1,0,0,0,0,0,0
885068,chưa khui niêm_phong để_dành tặng kì hài_lòng,"[{'label': 297, 'user': 15}]","{'review_id': 22261, 'comment': 'Chưa khui seal để dành tặng người khác 😀😀😀', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885067,giao chuyên_nghiệp dễ_thương mua tin_tưởng mua đồ giá_trị kì hài_lòng,"[{'label': 300, 'user': 15}]","{'review_id': 22342, 'comment': 'Giao rất chuyên nghiệp, dễ thương. Dễ mua. Giờ mình rất tin tưởng mua đồ giá trị trên tiki.', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['ship +']}}",,0,0,0,1,0,0,0,0,0,0,0,0
885066,sản_phẩm nguyên seal xuất_xứ trung_quốc chờ tiki kích_hoạt bảo_hành điện_tử tiếc m1 không tai_nghe kèm tầm giá 3 triệu mua tiki giao hàng kì hài_lòng,"[{'label': 298, 'user': 15}, {'label': 310, 'user': 15}, {'label': 303, 'user': 15}, {'label': 300, 'user': 15}, {'label': 304, 'user': 15}]","{'review_id': 2242, 'comment': 'Sản phẩm nguyên seal, xuất xứ Trung Quốc, đang chờ được Tiki hỗ trợ kích hoạt bảo hành điện tử. Chỉ tiếc là M11 không có tai nghe kèm theo. Nhưng với tầm giá chỉ gần 3 triệu thì rất đáng mua. Tiki giao hàng rất rất nhanh.', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['ship +', 'giá +', 'phụ kiện -', 'chính hãng +'], '24': ['giá +', 'mẫu mã +']}}",,0,1,0,1,1,1,0,0,0,1,0,0
885065,hình_ảnh không đẹp màu nhạt,"[{'label': 313, 'user': 15}]","{'review_id': 22771, 'comment': 'hình ảnh k dc đẹp. màu nhạt quá', 'summary': 'Bình thường', 'annotations': {'21': ['cấu hình -']}}",,1,0,0,0,0,0,0,0,0,0,0,0
885064,sản_phẩm tốt mong,"[{'label': 297, 'user': 15}]","{'review_id': 22353, 'comment': 'sản phẩm tốt hơn mong đợi', 'summary': 'Hài lòng', 'annotations': {'18': ['other']}}",,0,0,0,0,0,0,0,0,0,0,1,0
885063,mua ốp lưng không sài 2 hôm trầy trơn tặng ốp đi kèm tốt,"[{'label': 303, 'user': 15}]","{'review_id': 22577, 'comment': 'mua ốp lưng k có,sài 2 hôm trầy hết trơn. tặng luôn cái ốp đi kèm thì tốt hơn.', 'summary': 'Hài lòng', 'annotations': {'18': ['phụ kiện -']}}",,0,0,0,0,0,0,0,0,0,1,0,0
885062,hàng hãng chạy mượt ios 14 đổi sim không máy nóng esim sóng kì hài_lòng,"[{'label': 304, 'user': 15}, {'label': 308, 'user': 15}]","{'review_id': 22062, 'comment': 'Hàng chính hãng. Chạy mượt. iOS 14 luôn nên phải đổi sim mới nếu ko máy sẽ rất nóng. Esim sóng tốt.', 'summary': 'Cực kì hài lòng', 'annotations': {'18': ['hiệu năng +', 'chính hãng +']}}",,0,0,1,0,0,1,0,0,0,0,0,0
885061,sản_phẩm y_như hộp không tai_nghe ứng_dụng trò_chơi ứng_dụng không sản_phẩm bình_thường,"[{'label': 296, 'user': 15}, {'label': 303, 'user': 15}]","{'review_id': 1312, 'comment': 'sản phẩm y như trong hộp nhưng không có tai nghe và trong ứng dụng trò chơi có một số ứng dụng không nên có\nNói chung là tốt', 'summary': 'chất lượng sản phẩm cũng bình thường', 'annotations': {'16': ['phụ kiện -'], '22': ['trash', 'phụ kiện -']}}",,0,0,0,0,0,0,0,0,0,1,0,0
885060,giong hinh vua y rat dep cam on tiki rat,"[{'label': 310, 'user': 15}, {'label': 295, 'user': 15}]","{'review_id': 23405, 'comment': 'giong hinh vua y rat dep cam on tiki rat nhieu', 'summary': 'Hài lòng', 'annotations': {'22': ['typo', 'mẫu mã +']}}",,0,1,0,0,0,0,0,0,0,0,0,1
