id,text,annotations,meta,annotation_approver,cấu hình,mẫu mã,hiệu năng,ship,giá,chính hãng,chất lượng,dịch vụ,an toàn,phụ kiện,other,typo
888022,bé tã bobby thun co_giãn tốt chống hăm tiki giảm_giá quà gói tiki now giao hàng cực_kỳ nhanh phẩm tốt quà đẹp giá tốt,"[{'label': 327, 'user': 15}, {'label': 317, 'user': 15}, {'label': 325, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14252, 'comment': 'Bé nhà mình xài tã Bobby từ nhỏ, thun co giãn tốt, chống hăm. Tiki bán hay giảm giá lại có quà. Có thêm gói Tiki Now giao hàng cực kỳ nhanh. Rất thích!', 'summary': 'Sản phẩm tốt, quà đẹp, giá tốt', 'annotations': {'28': ['chất lượng +', 'ship +', 'an toàn +', 'giá +'], '19': ['ship +', 'dịch vụ +', 'giá +', 'chất lượng +']}}",,0,0,0,1,1,0,1,1,1,0,0,0
888021,vết dơ góc không balo tiện_lợi ngăn đồ trẻ ngăn ấm sữa sữa ấm 2 tiếng dĩ_nhiên nguội bớt đi ấm ấm bé thank phẩm oke,"[{'label': 315, 'user': 15}]","{'review_id': 14719, 'comment': 'Lúc nhận thì có vết dơ ở góc nhưng ko sao. Balo khá tiện lợi, nhiều ngăn nhỏ để đồ cho trẻ, nhất là ngăn giữ ấm mình. dùng để giữ sữa cho con. Mình bỏ sữa vào giữ ấm được 2 tiếng, dĩ nhiên là có nguội bớt đi nhưng vẫn còn ấm ấm cho bé dùng. Thank shop.', 'summary': 'Sản phẩm ok', 'annotations': {'28': ['chất lượng +', 'dịch vụ +'], '29': ['chất lượng +']}}",,0,0,0,0,0,0,0,0,0,0,0,0
888020,tã form dáng rộng bé mặc thoải_mái tã hơi cứng giá_như không gù chê thương_hiệu an_tâm hơi bỉm,"[{'label': 314, 'user': 15}, {'label': 317, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 1996, 'comment': 'Tã fom dáng rộng bé mặc thoải mái. Tã hơi cứng nhưng vs giá như vậy thì ko có gù để chê. Ít nhất cũng có thương hiệu dùng an tâm hơi bỉm trần', 'summary': 'Tốt', 'annotations': {'28': ['giá +', 'chất lượng -', 'chính hãng +', 'an toàn +'], '17': ['giá +', 'chất lượng +']}}",,0,0,0,0,1,0,1,0,0,0,0,1
888019,sp tốt mua tiki ủng_hộ kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 12667, 'comment': 'Sp dùng thích tốt đã mua của tiki ba lần , vẫn muốn tiếp tục ủng hộ tiki', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['other'], '29': ['chất lượng +']}}",,0,0,0,0,0,0,1,0,0,0,0,0
888018,tiki đóng_gói gọn combo 3 gói ; giá hài kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14050, 'comment': 'Tiki đóng gói rất gọn combo 3 gói; giá rất hài lòng', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'ship +'], '19': ['giá +', 'ship +']}}",,0,0,0,1,1,0,0,0,0,0,0,0
888017,huggies chẳng lăng đi mẫu tã tã huggie mẫu thiết_kế lưng thun 4 chiều cực bé không bì hằn đỏ mềm_mại ôm sát bụng giúp bé thỏa_mái vận_động không sợ đau rát tràn đùi êm nha 5 * đệm mây ! vận_chuyển nhanh hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13471, 'comment': 'Từ ngày dùng Huggies mình chẳng còn lăng tăng đi chọn mẫu tã mới. Tã Huggie dùng đã thích rồi nay có mẫu mới với thiết kế lưng thun 4 chiều lại cực thích hơn. Bé dùng không bì hằn đỏ, mềm mại ôm sát bụng. Giúp bé thỏa mái vận động và không sợ đau rát hay tràn ra ngoài. Nay đùi cũng rất êm nha, 5* cho đệm mây!  Vận chuyển nhanh, thanks', 'summary': 'RẤT HÀI LÒNG', 'annotations': {'19': ['ship +', 'chất lượng +'], '30': ['ship +', 'chất lượng +']}}",,0,0,0,1,0,0,1,0,0,0,0,0
888016,đặt_hàng màu trắng đỏ giao hàng màu xanh đựng quần_áo không như sản_phẩm trang_web toàn lừa không hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 13888, 'comment': 'Đặt hàng màu trắng đỏ, giao hàng màu xanh đậm.\nbalo này dành cho đựng quần áo chứ không giống như sản phẩm trong trang web. Toàn là lừa đảo.', 'summary': 'Rất không hài lòng', 'annotations': {'19': ['other'], '30': ['dịch vụ -']}}",,0,0,0,0,0,0,0,0,0,0,0,0
888015,mua bé giá_cả đóng_gói cẩn_thận giao hàng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14694, 'comment': 'Mình mua rất nhiều lần cho bé nhà mình, giá cả phải chăng, đóng gói cẩn thận, giao hàng khá nhanh,', 'summary': 'Hài lòng', 'annotations': {'28': ['ship +', 'giá +'], '29': ['ship +', 'dịch vụ +', 'giá +']}}",,0,0,0,1,1,0,0,0,0,0,0,0
888014,bỉm thấm hút kém tràn mặc loại bỉm không mặc bỉm bobby y_như ràng tràn dính quần mặc_dù bỉm chưa vần tràn mặc ị tràn r bực tiếc tiền kinh không hài_lòng,"[{'label': 322, 'user': 15}]","{'review_id': 435, 'comment': 'Bỉm thấm hút kém. Dễ tràn. Mặc các loại bỉm khác không sao. Cứ mặc bỉm bobby này là y như ràng tràn ra dính quần, mặc dù bỉm chưa đầy nhưng vần tràn. Thậm chí mới mặc mà em ị cũng đã tràn r. Dùng mà vừa dùng vừa bực. Tiếc tiền kinh khủng.', 'summary': 'Rất không hài lòng', 'annotations': {'28': ['giá -', 'chất lượng -'], '20': ['chất lượng -', 'trash'], '25': ['chất lượng -', 'giá -']}}",,0,0,0,0,0,0,1,0,0,0,0,0
888013,sữa dịu mùi thơm bé uống tiêu_hóa tiki giá rẻ coupon giảm_giá !,"[{'label': 325, 'user': 15}, {'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13936, 'comment': 'Sữa ngọt dịu. mùi thơm. bé dễ uống. dễ tiêu hóa. Tiki bán giá rẻ và còn được coupon giảm giá. quá thích! Cảm ơn tiki', 'summary': 'Tốt. Nên dùng', 'annotations': {'28': ['giá +', 'chất lượng +'], '19': ['dịch vụ +', 'giá +', 'chất lượng +']}}",,0,0,0,0,1,0,1,1,0,0,0,0
888012,sản_phẩm tốt hài_lòng mua kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 2394, 'comment': 'sp tốt, hài lòng.đã mua lại lần 2', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['other'], '28': ['chất lượng +']}}",,0,0,0,0,0,0,0,0,0,0,1,0
888011,0k hạn nha 🥰 mua nha mn bỉm,"[{'label': 327, 'user': 15}, {'label': 314, 'user': 15}]","{'review_id': 14584, 'comment': '0k date rất mới nha mn 🥰 nên mua nha mn. rất tuyệt', 'summary': 'tã bỉm', 'annotations': {'28': ['an toàn +', 'chất lượng +'], '29': ['typo', 'dịch vụ +']}}",,0,0,0,0,0,0,0,0,1,0,0,1
888010,deal tặng một thố lock & lock gứi hàng không tiki giải_thích hàng không kèm quà tặng,"[{'label': 314, 'user': 15}, {'label': 326, 'user': 15}]","{'review_id': 1233, 'comment': 'Trong deal nói tặng một thố Lock & Lock nhưng gứi hàng không có. Tiki giải thích dùm.', 'summary': 'Gửi hàng không kèm quà tặng', 'annotations': {'23': ['ship -', 'typo'], '17': ['dịch vụ -']}}",,0,0,0,0,0,0,0,1,0,0,0,1
888009,chất_lượng kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 632, 'comment': 'Chất lượng ok', 'summary': 'Cực kì hài lòng', 'annotations': {'20': ['trash'], '25': ['chất lượng +']}}",,0,0,0,0,0,0,1,0,0,0,0,0
888008,đóng_gói kĩ hàng chất_lượng uy_tín như kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 1609, 'comment': 'đóng gói kĩ hàng có chất lượng và uy tín như đã nói', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '17': ['chất lượng +', 'chính hãng +', 'ship +']}}",,0,0,0,1,0,1,1,0,0,0,0,0
888007,ghi tặng hươu cao_cổ gửi kèm sữa 1 thú — > không đúng quảng không hài_lòng,"[{'label': 326, 'user': 15}, {'label': 314, 'user': 15}]","{'review_id': 14645, 'comment': 'ghi là tặng hươu cao cổ nhưng khi gửi về kèm sữa là 1 con thú khác—> ko đúng những j đã quảng cáo', 'summary': 'Rất không hài lòng', 'annotations': {'28': ['typo', 'dịch vụ -'], '29': ['typo', 'dịch vụ -']}}",,0,0,0,0,0,0,0,1,0,0,0,1
888006,sản_phẩm tốt thấm hút tốt gọn_nhẹ chất_lượng vời,"[{'label': 321, 'user': 15}]","{'review_id': 77, 'comment': 'Sản phẩm tốt, thấm hút tốt, gọn nhẹ và chất lượng cao', 'summary': 'Tuyệt vời', 'annotations': {'19': ['chất lượng +'], '20': ['chất lượng +'], '25': ['chất lượng +']}}",,0,0,0,0,0,0,1,0,0,0,0,0
888005,sp kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 13998, 'comment': 'Sp dùng êm', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '19': ['chất lượng +']}}",,0,0,0,0,0,0,1,0,0,0,0,0
888004,hàng hãng chất_lượng giá rẻ giao hang nhanh se chất_lượng hãng,"[{'label': 317, 'user': 15}, {'label': 314, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 13913, 'comment': 'hàng chính hãng chất lượng giá rẻ giao hang nhanh se tiếp tục mua', 'summary': 'hàng chất lượng chính hãng', 'annotations': {'19': ['typo', 'ship +', 'chất lượng +', 'giá +', 'chính hãng +'], '30': ['typo', 'ship +', 'giá +', 'chất lượng +', 'chính hãng +']}}",,0,0,0,1,1,1,1,0,0,0,0,1
888003,hàng kém chất_lượng thất_vọng không hài_lòng,"[{'label': 322, 'user': 15}]","{'review_id': 13866, 'comment': 'hàng kém chất lượng thất vọng quá không có lần sau', 'summary': 'Không hài lòng', 'annotations': {'19': ['chất lượng -'], '30': ['chất lượng -']}}",,0,0,0,0,0,0,1,0,0,0,0,0
888002,giao hàng gói sản_phẩm cẩn_thận tã dán nb huggies bé sơ_sinh kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 1426, 'comment': 'giao hàng nhanh,đóng gói sản phẩm cẩn thận, tã dán NB huggies khá mềm.\ndùng cho bé sơ sinh rất ok', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +', 'ship +'], '17': ['chất lượng +', 'ship +'], '20': ['ship +'], '25': ['dịch vụ +', 'ship +']}}",,0,0,0,1,0,0,1,0,0,0,0,0
888001,giao hàng tốt đúng như mô_tả ủng_hộ shop kì hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 1124, 'comment': 'giao hàng nhanh.giay tốt đúng như mô tả lần sau sẽ ủng hộ shop nhiều', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['typo', 'ship +', 'other', 'chính hãng +', 'trash'], '17': ['typo'], '20': ['typo', 'ship +'], '25': ['chất lượng +', 'ship +', 'typo'], '19': ['typo', 'ship +']}}",,0,0,0,0,0,0,0,0,0,0,0,0
888000,giao hàng đúng minh mua giá tốt sản_phẩm kì hài_lòng,"[{'label': 314, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 1094, 'comment': 'Giao hàng đúng ngày, minh mua được giá tốt, sản phẩm tốt', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['giá +', 'ship +'], '17': ['giá +', 'chất lượng +', 'ship +']}}",,0,0,0,1,1,0,1,0,0,0,0,1
887999,bé không hâm lưng không hằn vết ngược_lại mỏng mau sản_phẩm loại một đêm bé tiêu 2 kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 322, 'user': 15}, {'label': 314, 'user': 15}]","{'review_id': 13421, 'comment': 'Bé không bị hâm, lưng không bị hằn vết khi sử dụng, nhưng ngược lại thì mỏng, mau đầy hơn so với các sản phẩm cùng loại, một đêm có lúc bé tiêu nhiều thì cần 2 cái', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['chất lượng +', 'typo'], '30': ['chất lượng -']}}",,0,0,0,0,0,0,1,0,1,0,0,1
887998,mua combo 3 bịch bỉm đại tiki giao hàng nhanh hôm tặng kèm đồ_chơi tàu_hỏa gỗ hàng không kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 326, 'user': 15}]","{'review_id': 13038, 'comment': 'mình đã mua combo 3 bịch bỉm đại. tiki giao hàng rất nhanh nhưng hôm đặt mình có thấy được tặng kèm bộ đồ chơi tàu hỏa bằng gỗ mà nhận hàng không thấy có.', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['dịch vụ -', 'ship +'], '30': ['dịch vụ -', 'ship +']}}",,0,0,0,1,0,0,0,1,0,0,0,0
887997,bỉm thấm hút tốt bỉm quần bé lằn tã dán oke,"[{'label': 322, 'user': 15}]","{'review_id': 14621, 'comment': 'Bỉm thấm hút tốt, nhưng dùng bỉm quần bé bị lằn, còn tã dán thì ok hơn', 'summary': 'Bình thường', 'annotations': {'28': ['an toàn -', 'chất lượng +'], '29': ['chất lượng -']}}",,0,0,0,0,0,0,1,0,0,0,0,0
887996,thấm hút tốt giá tốt quà tặng tuyệt_vời,"[{'label': 325, 'user': 15}, {'label': 317, 'user': 15}, {'label': 321, 'user': 15}, {'label': 314, 'user': 15}]","{'review_id': 907, 'comment': 'thấm hút tốt,giá tốt,lại có nhiều quà tặng sfjmmnfxhj', 'summary': 'chất lượng tuyệt vời', 'annotations': {'20': ['typo', 'chất lượng +'], '25': ['chất lượng +']}}",,0,0,0,0,1,0,1,1,0,0,0,1
887995,bé chủ_yếu không mùi tã hơi,"[{'label': 322, 'user': 15}]","{'review_id': 13661, 'comment': 'Bé nhà mình từ nhỏ chủ yếu dùng Huggies, tuy nhiên mình không thích mùi của tã, hơi nồng', 'summary': 'Tốt', 'annotations': {'19': ['chất lượng -'], '30': ['chất lượng -']}}",,0,0,0,0,0,0,1,0,0,0,0,0
887994,giao nhanh dự,"[{'label': 319, 'user': 15}]","{'review_id': 13674, 'comment': 'Giao nhanh hơn ngày dự kiến.', 'summary': 'Hài lòng', 'annotations': {'19': ['ship +'], '30': ['ship +']}}",,0,0,0,1,0,0,0,0,0,0,0,0
887993,mua 3 bịch bỉm thanh_toán đủ tiền quà đủ bỉm giao 1 bịch gọi điện_thoại tổng_đài đợi 1 bịch bỉm,"[{'label': 325, 'user': 15}, {'label': 320, 'user': 15}]","{'review_id': 13340, 'comment': 'Mua 3 bịch bỉm thanh toán đủ tiền\n Quà thì đã nhận đủ\nbỉm thì giao thiếu 1 bịch\nđã gọi đt tổng đài và đang đợi chuyển trả 1 bịch bỉm \n🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔.', 'summary': 'Hài lòng', 'annotations': {'23': ['ship -'], '30': ['dịch vụ -']}}",,0,0,0,1,0,0,0,1,0,0,0,0
887992,giao hàng cực nhanh đóng_gói chắc_chắn kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 1139, 'comment': 'Giao hàng cực nhanh. Đóng gói chắc chắn. Good!', 'summary': 'Cực kì hài lòng', 'annotations': {'17': ['ship +'], '20': ['ship +'], '25': ['dịch vụ +', 'ship +']}}",,0,0,0,1,0,0,0,0,0,0,0,0
887991,bữa_nay shop đóng_gói xấu không hài_lòng,"[{'label': 320, 'user': 15}]","{'review_id': 13263, 'comment': 'sao bữa nay shop đóng gói xấu quá. mới nhận nên k biết bên trong sao nữa', 'summary': 'Không hài lòng', 'annotations': {'23': ['ship -'], '30': ['dịch vụ -']}}",,0,0,0,1,0,0,0,0,0,0,0,0
887990,bỉm thoáng mỏng cảm_giác bé mặc dễ_chịu tè ít khô_ráo bỉm mỏng không bé tè đêm dậy 1 bỉm bõng bõng ( không tràn ) bé 9kg bắp_đùi to mặc kích_thước,"[{'label': 321, 'user': 15}]","{'review_id': 1263, 'comment': 'Bỉm khá thoáng, mỏng, cảm giác bé mặc rất dễ chịu, tè ít thì khô ráo. tuy nhiên do bỉm mỏng nên k phù hợp khi bé tè nhiều về đêm, sáng dậy 1 bỉm bõng bõng nước (nhưng k bị tràn ra ngoài). bé mình 9kg, bắp đùi khá to nên mặc size XL', 'summary': 'Hài lòng', 'annotations': {'17': ['chất lượng +'], '20': ['chất lượng +', 'other'], '25': ['chất lượng +'], '19': ['chất lượng +']}}",,0,0,0,0,0,0,1,0,0,0,0,0
887989,toàn mua combo 2 cháu giá cạnh_tranh cộng đóng_gói vận_chuyển tiki tốt vô kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14052, 'comment': 'Mình toàn mua combo này cho 2 cháu ở nhà do giá cạnh tranh + đóng gói và vận chuyển của tiki tốt vô cùng.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'giá +'], '19': ['ship +', 'giá +']}}",,0,0,0,1,1,0,0,0,0,0,0,0
